,MSE,MAE,R2,crossVal
erreur_prediction_client,4561,58,-1.078482371017099,
erreur_regression_simple_test,2243,38,-0.022054255882155704,[ 0.13   0.063  0.162 -0.029  0.104]
erreur_regression_complete_test,1778,32,0.18982346962608787,[0.29  0.199 0.249 0.209 0.226]
erreur_random_forest_test,681,19,0.6895142157583225,[0.721 0.644 0.674 0.672 0.698]
erreur_gradient_boosting_test,753,21,0.6567770495095012,[0.745 0.655 0.649 0.687 0.696]
erreur_SVM_test,1331,27,0.3933491351917644,[0.498 0.246 0.449 0.306 0.443]
erreur_random_forest_bruit_test,1260,27,0.4259211604599322,[0.433 0.347 0.601 0.342 0.394]
xbg_bruit_test,1418,28,0.35369267250933123,[0.443 0.282 0.555 0.34  0.377]
