,time,y1,y2
0,2022-08-21,330.0,297.5277221887993
1,2022-08-22,436.0,358.74575341378664
2,2022-08-23,333.0,346.0044873467296
3,2022-08-24,411.0,369.81645615470325
4,2022-08-25,348.0,347.35381162597014
5,2022-08-26,306.6,300.5560457755044
6,2022-08-27,307.0,340.6061426319196
7,2022-08-28,511.0,293.12010945958593
8,2022-08-29,377.02,367.99289310865066
9,2022-08-30,335.0,424.7537435624848
10,2022-08-31,368.0,358.74575341378664
11,2022-09-01,324.0,382.8492320209311
12,2022-09-02,427.74,423.1418191718866
13,2022-09-03,437.0,344.7712428544414
14,2022-09-04,531.0,356.4038485765422
15,2022-09-05,238.38,265.49338778070893
16,2022-09-06,409.01,353.4787367295714
17,2022-09-07,389.0,320.1862839183059
18,2022-09-08,397.0,348.44678226399753
19,2022-09-09,390.86,434.81221193564863
20,2022-09-10,405.0,341.05263837612176
21,2022-09-11,441.13,373.19816266032615
22,2022-09-12,416.0,340.6801065980141
23,2022-09-13,449.82,339.1850042486182
24,2022-09-14,372.01,370.58988707226706
25,2022-09-15,264.0,297.60714967134345
26,2022-09-16,398.0,298.74072761789853
27,2022-09-17,357.57,246.03266987529483
28,2022-09-18,260.72,326.23416501533757
29,2022-09-19,407.0,360.56643927542723
30,2022-09-20,256.0,186.43973100291194
31,2022-09-21,491.0,356.7989076364315
32,2022-09-22,251.0,352.46270799615763
33,2022-09-23,308.66,289.95970907281884
34,2022-09-24,335.38,310.99119956200565
35,2022-09-25,378.0,306.9374802175416
36,2022-09-26,490.82,139.6412793842159
37,2022-09-27,374.0,362.815456217349
38,2022-09-28,371.0,468.1220061962064
39,2022-09-29,236.0,317.66419023555324
40,2022-09-30,227.0,297.98885223661233
41,2022-10-01,0.0,26.929002428255504
42,2022-10-02,396.78,142.0617266322936
43,2022-10-03,318.88,265.49338778070893
44,2022-10-04,410.3,361.7372289326636
45,2022-10-05,491.53,336.25394192620513
46,2022-10-06,267.0,356.124196101992
47,2022-10-07,381.0,379.0833385231715
48,2022-10-08,257.0,341.9349673448482
49,2022-10-09,322.83,348.4813203616554
50,2022-10-10,455.0,308.6030688841726
51,2022-10-11,355.0,312.36285871265403
52,2022-10-12,348.0,347.35381162597014
53,2022-10-13,236.0,323.1168796376042
54,2022-10-14,342.0,248.27842736010342
55,2022-10-15,284.0,322.00837833611627
56,2022-10-16,321.0,383.62843099647
57,2022-10-17,212.0,328.44820440299145
58,2022-10-18,262.0,338.87216473311327
59,2022-10-19,215.45,318.84753307179005
60,2022-10-20,285.28,339.76870096949244
61,2022-10-21,388.0,355.84732213553343
62,2022-10-22,312.0,353.58748094982144
63,2022-10-23,330.09,347.4475688010901
64,2022-10-24,0.0,-33.873845254919516
65,2022-10-25,390.0,341.72610438048775
66,2022-10-26,345.0,310.40199803142974
67,2022-10-27,314.0,340.44994977901683
68,2022-10-28,280.0,320.1862839183059
69,2022-10-29,252.99,330.8844856831954
70,2022-10-30,469.12,393.7228171991649
71,2022-10-31,365.29,390.77074327943996
72,2022-11-01,387.0,340.6061426319196
73,2022-11-02,485.0,312.36285871265403
74,2022-11-03,359.24,404.1530484180998
75,2022-11-04,257.0,265.22041463100544
76,2022-11-05,333.0,353.58748094982144
77,2022-11-06,330.24,250.21742754592523
78,2022-11-07,391.0,323.09104014743167
79,2022-11-08,335.93,341.72610438048775
80,2022-11-09,331.03,385.51693550167937
81,2022-11-10,359.0,360.9536403600465
82,2022-11-11,285.0,245.03394519464482
83,2022-11-12,341.0,339.24925912502147
84,2022-11-13,350.0,315.6164411636637
85,2022-11-14,486.59,349.2792576292996
86,2022-11-15,339.15,315.35378217386494
87,2022-11-16,317.0,286.65479061127274
88,2022-11-17,416.0,350.17492011004396
89,2022-11-18,424.0,312.2837213207404
90,2022-11-19,378.0,399.3490419980916
91,2022-11-20,353.5,434.81221193564863
92,2022-11-21,245.16,324.3698922594205
93,2022-11-22,193.0,365.8927599708182
94,2022-11-23,353.0,340.6061426319196
95,2022-11-24,349.81,324.6012540383212
96,2022-11-25,212.0,385.1971969003598
97,2022-11-26,324.0,295.09305981925934
98,2022-11-27,336.0,279.99617861938157
99,2022-11-28,304.0,363.12936961021177
100,2022-11-29,403.3,353.20238524772196
101,2022-11-30,212.0,300.3372234657693
102,2022-12-01,269.0,434.57947349065205
103,2022-12-02,387.04,323.90025013544516
104,2022-12-03,381.81,350.041335229611
105,2022-12-04,0.0,12.666433455069118
106,2022-12-05,444.0,247.11051642372695
107,2022-12-06,289.0,407.93350314632954
108,2022-12-07,261.83,319.5775441448626
109,2022-12-08,376.35,355.0082694701288
110,2022-12-09,371.0,297.63456679283433
111,2022-12-10,349.42,353.4787367295714
112,2022-12-11,404.0,297.60714967134345
113,2022-12-12,331.0,48.845861664011075
114,2022-12-13,325.0,345.22053251074095
115,2022-12-14,344.0,365.6945455208242
116,2022-12-15,275.38,295.09305981925934
117,2022-12-16,405.6,347.92847155731977
118,2022-12-17,259.01,265.49338778070893
119,2022-12-18,387.0,426.9478193853065
120,2022-12-19,348.69,273.9429794215106
121,2022-12-20,236.0,337.1156891363403
122,2022-12-21,359.0,371.11009949361437
123,2022-12-22,106.0,413.8327619178713
124,2022-12-23,350.0,406.2387374927729
125,2022-12-24,320.67,182.87626677703327
126,2022-12-25,377.0,287.9765142678975
127,2022-12-26,103.0,143.18185360136076
128,2022-12-27,387.0,289.8158983421022
129,2022-12-28,173.8,363.9894338296498
130,2022-12-29,346.67,350.041335229611
131,2022-12-30,247.81,318.7110550839903
132,2022-12-31,356.61,357.79971972625833
133,2023-01-01,395.0,326.25181697836166
134,2023-01-02,365.0,353.58748094982144
135,2023-01-03,345.0,468.1220061962064
136,2023-01-04,422.61,347.4408267569627
137,2023-01-05,448.53,280.40582881130985
138,2023-01-06,0.0,26.929002428255504
139,2023-01-07,0.0,-121.41678665101824
140,2023-01-08,333.85,385.1448468100065
141,2023-01-09,371.79,291.14026286402236
142,2023-01-10,376.0,370.1800284299613
143,2023-01-11,372.0,378.47640038225734
144,2023-01-12,428.64,316.3053534888186
145,2023-01-13,304.09,347.69077914522046
146,2023-01-14,126.86,314.2661567531488
147,2023-01-15,0.0,-148.1513963220465
148,2023-01-16,254.0,331.34536630012036
149,2023-01-17,208.0,315.34404798517386
