,MSE,MAE,R2,crossVal
erreur_prediction_client,24749,132,-0.8669070859644641,
erreur_regression_simple_test,10091,81,0.23876529638812538,[0.133 0.146 0.131 0.092 0.111]
erreur_regression_complete_test,9867,76,0.2556852376314426,[0.199 0.241 0.175 0.221 0.222]
erreur_random_forest_test,2250,28,0.8302594179925528,[0.679 0.657 0.596 0.682 0.653]
erreur_gradient_boosting_test,3024,36,0.7718811527350796,[0.604 0.611 0.582 0.629 0.609]
erreur_SVM_test,5227,44,0.6056862989706886,[0.452 0.652 0.508 0.632 0.498]
erreur_random_forest_bruit_test,7354,58,0.4451925104680413,[0.266 0.287 0.383 0.36  0.421]
xbg_bruit_test,7701,63,0.4190886093171543,[0.263 0.382 0.397 0.395 0.408]
