,time,y1,y2
0,2022-08-21,4938.0,4424.036829761905
1,2022-08-22,3251.0,3009.6954166666665
2,2022-08-23,3423.0,3672.1231999999995
3,2022-08-24,3959.0,3320.6414
4,2022-08-25,3626.0,3345.2506666666673
5,2022-08-26,3268.75,90.28775000000002
6,2022-08-27,3897.0,4192.109166666667
7,2022-08-28,3986.0,3944.8830875
8,2022-08-29,3094.96,3028.7115616666665
9,2022-08-30,3870.0,3594.5120833333335
10,2022-08-31,4039.0,3529.761683333333
11,2022-09-01,3870.0,3854.400416666667
12,2022-09-02,0.0,736.0683033333336
13,2022-09-03,3311.0,3355.78095
14,2022-09-04,3870.0,3811.730588095238
15,2022-09-05,3626.72,3549.606974999998
16,2022-09-06,2214.21,2074.134305
17,2022-09-07,2226.0,3000.366320833333
18,2022-09-08,5077.0,3979.7754833333333
19,2022-09-09,5037.7,2859.787000000002
20,2022-09-10,3497.0,3187.326725
21,2022-09-11,1200.66,4237.387781666657
22,2022-09-12,3870.0,3658.5816666666665
23,2022-09-13,2578.81,2337.6457378571413
24,2022-09-14,1982.37,2472.491625000001
25,2022-09-15,3009.0,2747.0975
26,2022-09-16,2950.0,3934.0471666666667
27,2022-09-17,5051.02,4717.914325238081
28,2022-09-18,1981.61,1830.8461449999998
29,2022-09-19,4109.0,3896.4959523809534
30,2022-09-20,3572.0,3570.498638888889
31,2022-09-21,3203.0,3278.589519047619
32,2022-09-22,3880.0,3837.1333333333337
33,2022-09-23,4441.66,3658.919811547622
34,2022-09-24,3238.23,3817.8840749999986
35,2022-09-25,4035.0,3654.9655999999986
36,2022-09-26,3092.04,3338.483275000004
37,2022-09-27,4619.0,3831.9196309523804
38,2022-09-28,3816.0,3728.575
39,2022-09-29,3396.0,4100.973707142857
40,2022-09-30,3976.37,3751.1122366666673
41,2022-10-01,1834.03,2339.2249333333343
42,2022-10-02,4072.0,3888.009995
43,2022-10-03,3657.76,3549.606974999998
44,2022-10-04,5157.61,4789.7561432738075
45,2022-10-05,2844.82,2975.4747475000013
46,2022-10-06,3418.0,3525.2819214285714
47,2022-10-07,3977.0,3597.4249999999993
48,2022-10-08,3946.64,3833.807181666663
49,2022-10-09,2366.83,347.73216666666667
50,2022-10-10,3554.0,3805.0035166666635
51,2022-10-11,4493.0,4118.950476190476
52,2022-10-12,3127.0,3354.816416666666
53,2022-10-13,2701.0,2992.4876
54,2022-10-14,1652.0,1836.8045714285713
55,2022-10-15,1964.0,2834.5414166666665
56,2022-10-16,3044.0,2037.74625
57,2022-10-17,2686.5,3095.5117625000007
58,2022-10-18,3877.0,3823.163533333334
59,2022-10-19,3290.4,4903.651638095233
60,2022-10-20,0.0,15.883450000000003
61,2022-10-21,5035.0,4665.120066666667
62,2022-10-22,5327.0,4585.261783333333
63,2022-10-23,0.0,10.3749
64,2022-10-24,3174.68,2319.7274125000013
65,2022-10-25,2911.0,2902.721551666669
66,2022-10-26,3696.0,3658.0190410714276
67,2022-10-27,3089.0,3375.0587
68,2022-10-28,3355.0,3000.366320833333
69,2022-10-29,0.0,60.43030000000001
70,2022-10-30,2922.49,2590.347733333327
71,2022-10-31,2278.87,2635.3920333333344
72,2022-11-01,4678.0,4058.5460000000003
73,2022-11-02,3764.0,4118.950476190476
74,2022-11-03,2049.28,2455.61171043651
75,2022-11-04,2643.0,2149.817321428571
76,2022-11-05,5278.0,4585.261783333333
77,2022-11-06,2274.89,2281.381163333335
78,2022-11-07,2206.0,3139.0398150000005
79,2022-11-08,2735.73,2082.966016666669
80,2022-11-09,2919.41,3062.9918250000082
81,2022-11-10,3870.0,3847.235
82,2022-11-11,2625.78,3115.9934266666683
83,2022-11-12,3870.0,3366.606116666667
84,2022-11-13,4107.0,4120.705
85,2022-11-14,4992.59,4902.789810595231
86,2022-11-15,2413.71,2638.9397124999978
87,2022-11-16,2820.0,3043.7481333333335
88,2022-11-17,4323.0,3941.488469940478
89,2022-11-18,2709.0,2967.1704166666727
90,2022-11-19,2887.0,3228.1307
91,2022-11-20,5117.63,2859.787000000002
92,2022-11-21,2891.75,3041.028491666665
93,2022-11-22,2705.0,3911.981666666667
94,2022-11-23,3624.0,3670.0570000000002
95,2022-11-24,2368.05,1139.8676224999997
96,2022-11-25,0.0,46.05333333333334
97,2022-11-26,4778.0,4072.804505000011
98,2022-11-27,4272.0,3734.820733333333
99,2022-11-28,3982.0,3922.544350000001
100,2022-11-29,3979.75,3814.7998590476254
101,2022-11-30,4586.0,4287.363999999999
102,2022-12-01,4084.0,4281.5071
103,2022-12-02,1995.14,4714.962659880942
104,2022-12-03,3610.67,3046.922483333328
105,2022-12-04,3695.0,3643.5298051948043
106,2022-12-05,3200.0,3646.8255166666668
107,2022-12-06,3033.0,3475.3293000000003
108,2022-12-07,831.34,209.46701666666664
109,2022-12-08,4336.46,3689.9100949999965
110,2022-12-09,3743.0,3841.06
111,2022-12-10,2222.94,2177.1532999999968
112,2022-12-11,3150.0,2747.0975
113,2022-12-12,5042.46,4778.734526666658
114,2022-12-13,4581.0,3424.8301180555545
115,2022-12-14,3870.0,3858.004999999999
116,2022-12-15,4190.92,4072.804505000011
117,2022-12-16,0.0,16.73985
118,2022-12-17,2420.11,3549.606974999998
119,2022-12-18,3686.0,3906.635416666666
120,2022-12-19,4209.35,3660.0537177380947
121,2022-12-20,1694.0,2109.6920380952383
122,2022-12-21,3870.0,4077.4
123,2022-12-22,4038.0,4264.786474999999
124,2022-12-23,3870.0,3992.75
125,2022-12-24,4174.38,2997.039779166668
126,2022-12-25,4000.0,3896.7567083333292
127,2022-12-26,3469.0,3422.440512500001
128,2022-12-27,3690.0,3848.31875
129,2022-12-28,2655.59,3056.560716666668
130,2022-12-29,3034.71,3046.922483333328
131,2022-12-30,3470.98,2964.6959666666594
132,2022-12-31,0.0,9.38
133,2023-01-01,3955.0,3187.3631083333335
134,2023-01-02,5264.0,4737.899283333333
135,2023-01-03,3434.0,3741.905
136,2023-01-04,2048.76,2094.4899666666693
137,2023-01-05,350.02,29.8317
138,2023-01-06,2917.98,2527.9181011904775
139,2023-01-07,3055.71,2205.6044916666674
140,2023-01-08,2507.8,2476.8573716666633
141,2023-01-09,3267.06,3641.074109285719
142,2023-01-10,2733.0,3305.7881666666667
143,2023-01-11,5067.0,4509.687749999994
144,2023-01-12,2370.94,2490.5336807738086
145,2023-01-13,3882.99,3131.8923232142865
146,2023-01-14,2931.59,3120.4211014285706
147,2023-01-15,2220.81,2448.6132999999995
148,2023-01-16,4518.0,4378.103399999998
149,2023-01-17,3012.6,898.4223700000003
