,MSE,MAE,R2,crossVal
erreur_prediction_client,17880659.023459334,2808.0171333333333,0.29208882864115093,
erreur_régression_simple,15623026.025515493,2823.308880897285,0.38147052413548255,[0.69  0.533 0.53  0.521 0.574]
erreur_régression_complète,15306614.112746675,2910.758146321548,0.393997552781697,[0.667 0.553 0.551 0.561 0.574]
random_forest,10883885.402979087,1961.3874919041239,0.5690973104263263,[0.818 0.837 0.795 0.823 0.805]
gradien_boosting,11000916.592583727,2066.4107013690045,0.5644639416891983,[0.775 0.743 0.802 0.829 0.751]
SVM,14052972.529170653,2575.1866118405565,0.44363033649112915,[0.698 0.684 0.602 0.664 0.616]
