,MSE,MAE,R2,crossVal
erreur_prediction_client,183259,314,-0.11620782526432372,
erreur_regression_simple_test,160881,310,0.020097061233311897,[ 0.056  0.063  0.055  0.047 -0.052]
erreur_regression_complete_test,153969,304,0.062196607921973124,[0.09  0.138 0.073 0.046 0.035]
erreur_random_forest_test,84942,215,0.4826263002400236,[0.415 0.322 0.289 0.48  0.531]
erreur_gradient_boosting_test,89094,217,0.4573382451401068,[0.394 0.266 0.172 0.415 0.426]
erreur_SVM_test,111184,251,0.3227946925456938,[0.326 0.297 0.196 0.336 0.366]
erreur_random_forest_bruit_test,119515,254,0.27204879751989797,[0.126 0.247 0.111 0.212 0.108]
xbg_bruit_test,128020,265,0.22024818539277558,[ 0.127  0.194 -0.004  0.104  0.087]
