,MSE,MAE,R2,crossVal
erreur_prediction_client,287203,404,0.45161998581989893,
erreur_regression_simple_test,269398,400,0.4856170632344824,[0.699 0.667 0.545 0.648 0.552]
erreur_regression_complete_test,252174,383,0.5185036482952499,[0.728 0.689 0.563 0.695 0.574]
erreur_random_forest_test,115552,210,0.7793661374409316,[0.872 0.828 0.77  0.843 0.704]
erreur_gradient_boosting_test,140094,242,0.732506986473508,[0.844 0.792 0.752 0.847 0.699]
erreur_SVM_test,218019,307,0.5837196160623845,[0.749 0.774 0.615 0.784 0.536]
erreur_random_forest_bruit_test,168493,299,0.6782833920348219,[0.782 0.765 0.678 0.769 0.613]
xbg_bruit_test,177001,320,0.6620367756789276,[0.767 0.707 0.659 0.76  0.628]
