id_client,y0,y1,y2,y3,y4,y5,y6,y7,8
1,0.710020348452726,0.7252959081745998,0.7442053753295845,0.9095826776037412,0.8905384134645586,0.7932985411130338,0.8758929797067126,0.8927437921483437,0.8496013624178114
2,0.3175085486972796,0.4182445754664949,0.5238955240846905,0.8462315368084001,0.7909042723017007,0.7356375284587775,0.6650346131884214,0.8243464768566261,0.5896893378379391
3,0.8240799858541783,0.8378084225524427,0.852026329603538,0.9331794693239732,0.9141167846778684,0.8876077644134047,0.8984544637713637,0.9056594359767872,0.8173018310306004
4,0.461050791781322,0.6235783251251297,0.6321153274261673,0.8198702835307358,0.7607118009477911,0.7735400609468868,0.7620508543894048,0.8076275815698263,0.7484922354596139
5,-0.1927121596135885,-0.0058104414378712,0.115925025789927,0.7045003450268537,0.5887625662613158,0.02819398638594,0.4625219485769454,0.6880376753336197,0.4939147335649023
6,0.5669487946942948,0.5914750985805399,0.5840767465631141,0.6778220317703795,0.5677933460875276,0.6724442909197215,0.6112982174133412,0.7023853867959796,0.5242868029765415
7,0.9018627972143314,0.9020795306366663,0.908758126136805,0.9371116313356008,0.9277354613957676,0.9122130721553214,0.915937795595376,0.9394842904283592,0.9039193836446866
10,0.8413705717125716,0.8403350170122461,0.8568303978797592,0.9034582601399932,0.8764629004913613,0.8990672462981225,0.8939556063624835,0.8877321882896068,0.8778000400256286
11,-0.3370537920975507,7.676667425138284e-05,0.1790613811140656,0.2199269580375377,0.2396569919763355,0.2169896219048066,0.2522191466455151,0.2924632065225651,0.1925072954402268
12,-1.8823782707357528,0.1117353552160633,0.3948714897001156,0.807970220882928,0.8507132167866226,0.5578795935670131,0.4726011192927752,0.8455551968935434,0.4630868572451223
13,-0.7241032629719528,0.0146648170959575,0.022609069704101,-0.0053812380534405,-0.0511072691411829,0.0251380050688707,-0.00406388109828,-0.104289234763621,-0.0691392189796062
14,-0.0125919277575263,-0.021583827515988,0.0022426065918786,0.303402413095028,0.2344094013050435,0.1412577991874226,0.2021446066188835,0.2069069872017601,0.1322503494197814
15,-0.0035262522277528,0.0503005907962292,0.5055245298751698,0.6773367922524092,0.6805147782771446,0.573080383815838,0.4506611309893573,0.6268647563137328,0.435501733347064
16,0.2139668135594732,0.3118723776095362,0.5309090743422424,0.870454007918166,0.8906320654759068,0.6949566045934904,0.8274592851042977,0.9166245010602294,0.8483668013021393
18,0.7368657329817665,0.782586602368242,0.7806284711310814,0.8948278909945054,0.8712113049037656,0.8205941496706802,0.8146830361939055,0.8825042072176263,0.784458337230602
19,0.3703822695836128,0.4771355913504442,0.4251029129417839,0.185171531753413,0.1589587439277497,0.3688176598336266,0.3022717056621907,0.3218095737468294,0.2592923864445423
20,-0.1513034547717644,0.0630123957625659,0.0790069575186386,0.657138319766295,0.6238019011031098,0.4546960579855799,0.5525157516737174,0.6644280012832804,0.5341892817206089
21,0.5164367666642291,0.5387526788499188,0.568920541044506,0.7114382399556098,0.6938985507639196,0.6743382580454897,0.7175457709974556,0.7382019976738934,0.6696835139502892
22,0.3010815682758861,0.3834246495669687,0.418840147996148,0.6243998009185183,0.6562730619099666,0.578591974655226,0.5501464972449834,0.7011752916484553,0.5652605174356614
24,-0.086045424256993,0.0133052961954973,0.0350242471424413,0.3028663364608542,0.1748601608027116,0.1230897062882552,0.223932466787899,0.2804683802543438,0.1293265222707685
25,-1.078482371017099,-0.0220542558821557,0.1898234696260878,0.6895142157583225,0.6567770495095012,0.3933491351917644,0.4259211604599322,0.6120989343739718,0.3536926725093312
26,-0.2980107479938851,-0.0038575067805413,0.3642094046180336,0.7755185525852598,0.749851322927656,0.6899050652565164,0.646028735985989,0.7693604327259989,0.5985435654766144
27,-0.1872546535533459,0.0339384405462762,0.1161567122695478,0.5437046514331658,0.5821038287422611,0.0973897897649005,-0.002134571384952,0.0470163795464555,-0.0187617027306163
29,-0.289912543042627,0.0283528280834665,0.2154637967230758,0.600290609776384,0.5436245691300314,0.552447771439676,-0.3317645178763779,0.5950200676683077,-0.7472157394765915
30,0.337573522659668,0.4416854595454532,0.5584144139447131,0.8718422275617568,0.853542944039069,0.5720185587116424,0.5061979594456029,0.8182898028829634,0.4387480265311472
31,-0.1162078252643237,0.0200970612333118,0.0621966079219731,0.4826263002400236,0.4573382451401068,0.3227946925456938,0.2720487975198979,0.5256741630142885,0.2202481853927755
32,0.0065005549987434,0.0645163375452375,0.0696616246253404,0.7065288925309197,0.6807087731373055,0.4794138933652242,0.3675036103304466,0.6843755933917719,0.3383886631236549
33,-0.0652791614930567,0.1019159772521621,0.3389521498914811,0.6587626114162664,0.656741902357276,0.5938572265123383,0.5792666590536992,0.6761033768140234,0.4640267927024579
34,-0.8669070859644641,0.2387652963881253,0.2556852376314426,0.8302594179925528,0.7718811527350796,0.6056862989706886,0.4451925104680413,0.8926659666189578,0.4190886093171543
35,0.0204629990600005,0.0195225898386377,0.0281157917083316,0.3159812932474566,0.2470074057356592,-0.008304970286139,0.0281599219439063,0.2038115959601248,-0.0539668793124135
36,-0.035391123208345,-0.0158211000079098,-0.0087711068387612,0.457486233656883,0.4095597388737472,-0.0603023125256947,0.1728922340204122,0.4308094967925766,0.1388126609151182
39,-0.0759477080632002,0.1355792308524919,0.136957697797506,0.5299103503729019,0.3902541743224306,0.1749283628902699,0.2293862199965372,0.5992217863320612,0.2337740346560556
40,0.8082216539728382,0.8372120319524597,0.8418028964810373,0.849358775254037,0.8003618310804914,0.8374089948773003,0.8513556501038595,0.8346597559530797,0.7964099541049541
41,0.4351138544259062,0.5612407868279048,0.6823124067060022,0.847658726039783,0.8561104891557099,0.8764967876548085,0.8603489003781786,0.8730102526556669,0.8467798307257388
42,0.4516199858198989,0.4856170632344824,0.5185036482952499,0.7793661374409316,0.732506986473508,0.5837196160623845,0.6782833920348219,0.798676636487766,0.6620367756789276
43,0.4826863997732665,0.5177703048062594,0.5265057542697984,0.7510069829907813,0.6911759595639231,0.6057444979064828,0.579697663088627,0.7279846849772384,0.5602276000498255
44,0.4209808285648422,0.5446340027247896,0.5648130721311817,0.5976176798946797,0.5936221002279054,0.52440863447238,0.5613832685753715,0.5978754604183649,0.5939147710594643
45,0.2920888286411509,0.3814705241354825,0.393997552781697,0.5690973104263263,0.5644639416891983,0.4436303364911291,0.5195898399683802,0.6096905695153003,0.4883435856737373
46,0.336840056409067,0.585590592562407,0.6733330990438733,0.8198377784094648,0.8278157956669124,0.6682919809107222,0.7070960426398398,0.8594798400461979,0.675409540789387
47,0.1063330241892654,0.1824236204159722,0.4251454146313893,0.8316922168138468,0.7890172496196612,0.5278399555058627,0.5582617049655416,0.8364206034045045,0.6003485748395763
48,-7.384832162727074,-0.0047742067829306,-0.0064742920181657,0.3947936705816408,0.2472917062320462,0.1200062993890983,0.0709300560845955,0.36676164582193,0.0210606454554105
