,MSE,MAE,R2,crossVal
erreur_prediction_client,1390,27,0.0065005549987434685,
erreur_regression_simple_test,1309,27,0.06451633754523756,[ 0.111 -0.053  0.097  0.086  0.13 ]
erreur_regression_complete_test,1302,27,0.06966162462534042,[0.095 0.001 0.117 0.14  0.125]
erreur_random_forest_test,410,13,0.7065288925309197,[0.526 0.584 0.604 0.635 0.599]
erreur_gradient_boosting_test,446,15,0.6807087731373055,[0.537 0.575 0.659 0.638 0.557]
erreur_SVM_test,728,18,0.4794138933652242,[0.106 0.283 0.489 0.376 0.266]
erreur_random_forest_bruit_test,885,21,0.36750361033044665,[0.273 0.247 0.407 0.228 0.353]
erreur_random_forest_decalage_test,441,13,0.6843755933917719,[0.641 0.464 0.477 0.599 0.505]
xbg_bruit_test,926,22,0.3383886631236549,[0.214 0.286 0.3   0.184 0.317]
