,MSE,MAE,R2,crossVal
erreur_prediction_client,464459.75331066665,520.8192,-0.7241032629719528,
erreur_régression_simple,265441.48822678556,385.0644597326713,0.014664817095957572,[ 0.028  0.024  0.015 -0.022 -0.018]
erreur_régression_complète,263301.36954256264,385.1948085043747,0.022609069704101037,[0.024 0.081 0.068 0.01  0.087]
random_forest,270841.7365932855,406.60981053492065,-0.005381238053440596,[ 0.038 -0.057  0.019 -0.248  0.031]
gradien_boosting,283159.9669307651,415.9556050372807,-0.05110726914118291,[-0.031 -0.046 -0.014 -0.278 -0.054]
SVM,262620.09440035635,392.52996639166014,0.02513800506887076,[-0.054  0.048  0.08  -0.026 -0.031]
