,MSE,MAE,R2,crossVal
erreur_prediction_client,17880659,2808,0.29208882864115093,
erreur_regression_simple_test,15623026,2823,0.38147052413548255,[0.69  0.533 0.53  0.521 0.574]
erreur_regression_complete_test,15306614,2910,0.393997552781697,[0.667 0.553 0.551 0.561 0.574]
erreur_random_forest_test,10883885,1961,0.5690973104263263,[0.818 0.837 0.795 0.823 0.805]
erreur_gradient_boosting_test,11000916,2066,0.5644639416891983,[0.775 0.743 0.802 0.829 0.751]
erreur_SVM_test,14052972,2575,0.44363033649112915,[0.698 0.684 0.602 0.664 0.616]
erreur_random_forest_bruit_test,12134361,2318,0.5195898399683802,[0.721 0.716 0.733 0.727 0.617]
xbg_bruit_test,12923590,2699,0.48834358567373737,[0.679 0.658 0.748 0.729 0.613]
