,horodate,real_consumption,forecasted_consumption,CAC,AEX,BFX,STOXX,Airliquide,gasNat
0,2021-01-01,2697.0,2560.0,5573.200195,625.190002,3641.530029,3580.909912,122.727272,2.433
1,2021-01-02,2699.0,2560.0,5573.200195,625.190002,3641.530029,3580.909912,122.727272,2.433
2,2021-01-03,2422.0,2560.0,5573.200195,625.190002,3641.530029,3580.909912,122.727272,2.433
3,2021-01-04,2687.0,2560.0,5614.040039,632.02002,3671.080078,3565.679932,123.590912,2.626
4,2021-01-05,2743.0,2824.0,5561.600098,629.940002,3645.76001,3554.23999,123.13636,2.599
5,2021-01-06,2603.0,2824.0,5601.009766,636.570007,3677.100098,3559.810059,123.409088,2.688
6,2021-01-07,2611.0,2824.0,5651.040039,641.280029,3736.98999,3621.159912,123.909088,2.722
7,2021-01-08,2305.0,2824.0,5711.580078,643.039978,3762.120117,3632.139893,124.5,2.675
8,2021-01-09,2335.0,2824.0,5711.580078,643.039978,3762.120117,3632.139893,124.5,2.675
9,2021-01-10,2405.0,2731.0,5711.580078,643.039978,3762.120117,3632.139893,124.5,2.675
10,2021-01-11,2427.0,2731.0,5684.660156,645.159973,3749.560059,3636.669922,124.227272,2.6
11,2021-01-12,2504.0,2731.0,5672.200195,645.950012,3724.139893,3622.370117,124.363632,2.794
12,2021-01-13,2408.0,2640.0,5648.959961,644.23999,3719.620117,3615.02002,121.909088,2.737
13,2021-01-14,2475.0,2640.0,5662.169922,650.369995,3729.77002,3619.300049,122.545456,2.742
14,2021-01-15,2676.0,2640.0,5648.700195,654.390015,3728.379883,3633.409912,121.5,2.672
15,2021-01-16,2463.0,2640.0,5648.700195,654.390015,3728.379883,3633.409912,121.5,2.672
16,2021-01-17,2532.0,2640.0,5648.700195,654.390015,3728.379883,3633.409912,121.5,2.672
17,2021-01-18,2657.0,2640.0,5584.850098,648.849976,3703.419922,3591.22998,119.954544,2.672
18,2021-01-19,2322.0,2700.0,5647.75,654.549988,3760.080078,3618.030029,121.454544,2.652
19,2021-01-20,2549.0,2700.0,5615.410156,655.659973,3723.850098,3603.800049,120.227272,2.544
20,2021-01-21,2346.0,2700.0,5660.27002,663.460022,3775.719971,3637.860107,119.681816,2.532
21,2021-01-22,2415.0,2800.0,5568.879883,660.150024,3758.0,3611.429932,118.863632,2.492
22,2021-01-23,2351.0,2800.0,5568.879883,660.150024,3758.0,3611.429932,118.863632,2.492
23,2021-01-24,1806.0,2800.0,5568.879883,660.150024,3758.0,3611.429932,118.863632,2.492
24,2021-01-25,2060.0,2800.0,5579.72998,666.940002,3755.620117,3614.719971,120.590912,2.542
25,2021-01-26,2649.0,2800.0,5473.25,656.580017,3684.919922,3551.209961,119.545456,2.603
26,2021-01-27,2204.0,2800.0,5517.529785,654.340027,3709.340088,3593.189941,123.181816,2.65
27,2021-01-28,2757.0,2800.0,5407.740234,639.549988,3597.51001,3519.110107,122.818184,2.675
28,2021-01-29,2733.0,2800.0,5421.529785,641.330017,3613.02002,3538.629883,122.454544,2.68
29,2021-01-30,2952.0,2800.0,5421.529785,641.330017,3613.02002,3538.629883,122.454544,2.68
30,2021-01-31,2808.0,2800.0,5421.529785,641.330017,3613.02002,3538.629883,122.454544,2.68
31,2021-02-01,2616.0,2200.0,5441.430176,642.659973,3652.290039,3492.860107,124.090912,2.73
32,2021-02-02,2834.0,2200.0,5510.620117,651.340027,3706.060059,3545.090088,124.090912,2.829
33,2021-02-03,2880.0,2200.0,5610.589844,658.219971,3796.939941,3599.76001,124.045456,2.827
34,2021-02-04,2893.0,2200.0,5568.390137,652.530029,3791.75,3604.620117,123.909088,2.776
35,2021-02-05,2423.0,2200.0,5638.740234,657.700012,3823.840088,3642.689941,123.818184,2.957
36,2021-02-06,630.0,2200.0,5638.740234,657.700012,3823.840088,3642.689941,123.818184,2.957
37,2021-02-07,1531.0,2200.0,5638.740234,657.700012,3823.840088,3642.689941,123.818184,2.957
38,2021-02-08,2066.0,2200.0,5688.680176,657.72998,3844.080078,3665.77002,124.363632,2.909
39,2021-02-09,2290.0,2200.0,5703.529785,657.539978,3834.02002,3669.540039,124.090912,2.883
40,2021-02-10,2538.0,2200.0,5719.319824,660.5,3851.110107,3672.120117,125.454544,2.819
41,2021-02-11,2761.0,2200.0,5684.939941,659.880005,3809.560059,3654.340088,123.045456,2.975
42,2021-02-12,2520.0,2200.0,5651.669922,665.159973,3811.280029,3669.040039,122.181816,2.87
43,2021-02-13,2024.0,2200.0,5651.669922,665.159973,3811.280029,3669.040039,122.181816,2.87
44,2021-02-14,2037.0,2200.0,5651.669922,665.159973,3811.280029,3669.040039,122.181816,2.87
45,2021-02-15,2332.0,2200.0,5732.299805,680.429993,3846.300049,3711.350098,122.909088,2.87
46,2021-02-16,2037.0,2200.0,5796.430176,686.940002,3866.899902,3735.530029,122.13636,3.046
47,2021-02-17,2208.0,2200.0,5762.009766,686.549988,3855.159912,3720.26001,120.954544,3.098
48,2021-02-18,2496.0,2200.0,5757.75,681.440002,3837.540039,3700.98999,121.045456,3.267
49,2021-02-19,2216.0,2200.0,5737.189941,674.450012,3788.570068,3683.379883,121.318184,3.067
50,2021-02-20,2531.0,2200.0,5737.189941,674.450012,3788.570068,3683.379883,121.318184,3.067
51,2021-02-21,2611.0,2200.0,5737.189941,674.450012,3788.570068,3683.379883,121.318184,3.067
52,2021-02-22,2805.0,2200.0,5737.470215,672.159973,3819.060059,3706.070068,120.090912,3.01
53,2021-02-23,2153.0,2200.0,5781.240234,669.619995,3834.620117,3698.23999,119.363632,2.949
54,2021-02-24,2728.0,2200.0,5769.209961,662.429993,3817.629883,3684.669922,118.318184,2.866
55,2021-02-25,2533.61,2200.0,5824.720215,670.22998,3855.76001,3716.669922,117.681816,2.806
56,2021-02-26,2434.12,2200.0,5715.689941,651.210022,3785.110107,3665.889893,114.545456,2.77
57,2021-02-27,2600.52,2200.0,5715.689941,651.210022,3785.110107,3665.889893,114.545456,2.77
58,2021-02-28,2759.07,2200.0,5715.689941,651.210022,3785.110107,3665.889893,114.545456,2.77
59,2021-03-01,2717.76,600.0,5770.890137,662.02002,3806.310059,3658.120117,114.318184,2.8
60,2021-03-02,2113.97,600.0,5774.620117,662.359985,3805.919922,3702.800049,115.818184,2.783
61,2021-03-03,2801.76,600.0,5841.200195,667.599976,3836.139893,3711.389893,115.954544,2.848
62,2021-03-04,884.31,600.0,5800.72998,656.880005,3791.0,3702.370117,114.545456,2.803
63,2021-03-05,2551.22,600.0,5794.47998,650.849976,3768.320068,3689.409912,115.818184,2.743
64,2021-03-06,2584.0,600.0,5794.47998,650.849976,3768.320068,3689.409912,115.818184,2.743
65,2021-03-07,2798.0,600.0,5794.47998,650.849976,3768.320068,3689.409912,115.818184,2.743
66,2021-03-08,2758.34,600.0,5822.919922,657.960022,3794.590088,3679.350098,116.090912,2.691
67,2021-03-09,2679.4,600.0,5903.259766,665.289978,3856.810059,3759.26001,119.045456,2.662
68,2021-03-10,1455.69,600.0,5915.169922,675.299988,3858.48999,3780.26001,119.13636,2.653
69,2021-03-11,2264.99,600.0,6004.160156,682.530029,3865.790039,3827.179932,122.181816,2.689
70,2021-03-12,2829.0,600.0,6030.629883,679.799988,3846.969971,3840.72998,121.318184,2.669
71,2021-03-13,2598.0,600.0,6030.629883,679.799988,3846.969971,3840.72998,121.318184,2.669
72,2021-03-14,1892.0,600.0,6030.629883,679.799988,3846.969971,3840.72998,121.318184,2.669
73,2021-03-15,1841.0,600.0,6069.089844,678.429993,3865.629883,3840.850098,121.5,2.558
74,2021-03-16,843.37,600.0,6050.399902,682.73999,3886.030029,3842.330078,121.818184,2.494
75,2021-03-17,2016.38,600.0,6048.310059,682.219971,3860.840088,3846.580078,123.227272,2.562
76,2021-03-18,2041.24,600.0,6076.209961,684.049988,3903.030029,3856.76001,123.590912,2.523
77,2021-03-19,2132.58,600.0,6021.129883,675.890015,3880.360107,3851.610107,123.909088,2.489
78,2021-03-20,2117.1,600.0,6021.129883,675.890015,3880.360107,3851.610107,123.909088,2.489
79,2021-03-21,2012.75,600.0,6021.129883,675.890015,3880.360107,3851.610107,123.909088,2.489
80,2021-03-22,1971.0,600.0,5960.850098,678.380005,3864.919922,3828.659912,123.13636,2.507
81,2021-03-23,875.0,600.0,5943.310059,681.190002,3891.060059,3827.540039,124.181816,2.578
82,2021-03-24,2010.0,600.0,5901.640137,682.590027,3858.540039,3820.780029,125.590912,2.515
83,2021-03-25,1807.0,600.0,5911.040039,684.320007,3848.350098,3822.590088,123.363632,2.52
84,2021-03-26,2381.89,600.0,5979.22998,690.690002,3869.169922,3841.459961,124.409088,2.57
85,2021-03-27,2543.19,600.0,5979.22998,690.690002,3869.169922,3841.459961,124.409088,2.57
86,2021-03-28,2100.0,600.0,5979.22998,690.690002,3869.169922,3841.459961,124.409088,2.57
87,2021-03-29,2069.58,600.0,5995.0,697.940002,3882.449951,3871.820068,124.681816,2.563
88,2021-03-30,1923.1,600.0,6044.540039,700.820007,3896.719971,3885.110107,126.181816,2.643
89,2021-03-31,2492.0,600.0,6085.02002,700.809998,3919.659912,3923.919922,126.409088,2.621
90,2021-04-01,2510.0,2274.0,6079.669922,707.049988,3910.909912,3922.360107,127.236366,2.605
91,2021-04-02,2700.0,2512.0,6079.669922,707.049988,3910.909912,3922.360107,127.236366,2.605
92,2021-04-03,2623.0,2512.0,6079.669922,707.049988,3910.909912,3922.360107,127.236366,2.605
93,2021-04-04,2575.0,2512.0,6079.669922,707.049988,3910.909912,3922.360107,127.236366,2.605
94,2021-04-05,2582.0,2512.0,6079.669922,707.049988,3910.909912,3922.360107,127.236366,2.593
95,2021-04-06,2532.0,2512.0,6155.220215,716.809998,3950.98999,3950.179932,128.0,2.511
96,2021-04-07,2543.0,2512.0,6137.629883,711.900024,3946.110107,3965.860107,128.0,2.464
97,2021-04-08,2584.0,2393.0,6153.359863,713.460022,3937.25,3961.0,126.963638,2.51
98,2021-04-09,2475.0,2512.0,6171.600098,713.460022,3944.97998,3978.840088,127.454544,2.52
99,2021-04-10,2604.0,2512.0,6171.600098,713.460022,3944.97998,3978.840088,127.454544,2.52
100,2021-04-11,2458.0,2512.0,6171.600098,713.460022,3944.97998,3978.840088,127.454544,2.52
101,2021-04-12,1947.0,2512.0,6167.319824,711.940002,3938.080078,3978.540039,128.127274,2.53
102,2021-04-13,1978.0,2288.0,6171.879883,709.099976,3917.699951,3964.909912,127.727272,2.554
103,2021-04-14,1903.0,2288.0,6214.490234,708.830017,3918.5,3973.330078,128.454544,2.62
104,2021-04-15,1995.0,2288.0,6219.040039,713.210022,3948.52002,3978.389893,127.618179,2.617
105,2021-04-16,2103.0,2288.0,6229.649902,714.47998,3949.800049,3992.560059,128.072723,2.663
