,MSE,MAE,R2,crossVal
erreur_prediction_client,968081.3950333333,722.9619999999999,0.30108156827588617,
erreur_régression_simple,854026.8768101245,686.4665338130804,0.38342464956696876,[0.638 0.341 0.396 0.437 0.527]
erreur_régression_complète,804972.3898071918,702.6624183447879,0.418840147996148,[0.61  0.404 0.459 0.517 0.563]
random_forest,520248.92776776553,460.7154651438073,0.6243998009185183,[0.772 0.793 0.736 0.722 0.824]
gradien_boosting,476100.8418620233,486.46764901738965,0.6562730619099666,[0.753 0.729 0.734 0.693 0.739]
SVM,583697.9689427409,550.7756589565863,0.578591974655226,[0.74  0.566 0.592 0.607 0.658]
