,MSE,MAE,R2,crossVal
erreur_prediction_client,6515,64,0.37038226958361287,
erreur_regression_simple_test,5410,57,0.47713559135044425,[0.314 0.127 0.27  0.274 0.019]
erreur_regression_complete_test,5948,60,0.42510291294178393,[0.303 0.146 0.252 0.31  0.085]
erreur_random_forest_test,8431,68,0.18517153175341305,[0.328 0.331 0.33  0.325 0.151]
erreur_gradient_boosting_test,8702,70,0.15895874392774978,[0.242 0.292 0.384 0.265 0.025]
erreur_SVM_test,6531,63,0.3688176598336266,[0.254 0.172 0.286 0.337 0.076]
erreur_random_forest_bruit_test,7219,63,0.30227170566219075,[0.208 0.139 0.285 0.322 0.   ]
xbg_bruit_test,7664,67,0.25929238644454233,[ 0.193  0.175  0.266  0.243 -0.035]
