,MSE,MAE,R2,crossVal
erreur_prediction_client,3390,31,-0.18725465355334592,
erreur_regression_simple_test,2759,24,0.03393844054627626,[ 0.014 -0.092  0.029 -0.005  0.053]
erreur_regression_complete_test,2524,24,0.11615671226954782,[ 0.064 -0.044  0.104  0.086  0.1  ]
erreur_random_forest_test,1303,17,0.5437046514331658,[ 0.232 -1.036  0.559  0.339  0.554]
erreur_gradient_boosting_test,1193,16,0.5821038287422611,[ 0.131 -1.11   0.281  0.366  0.469]
erreur_SVM_test,2577,18,0.09738978976490054,[0.042 0.077 0.029 0.009 0.151]
erreur_random_forest_bruit_test,2862,23,-0.0021345713849520997,[-0.072 -0.638  0.31   0.022  0.007]
xbg_bruit_test,2909,24,-0.018761702730616392,[-0.085 -0.921  0.247 -0.035  0.054]
