,MSE,MAE,R2,crossVal
erreur_prediction_client,312.242088,14.511066666666668,-0.28991254304262704,
erreur_régression_simple,235.20132693871128,11.846496560670307,0.028352828083466508,[-0.017 -0.013  0.026 -0.018  0.005]
erreur_régression_complète,189.9083961498342,11.200464028223948,0.2154637967230758,[ 0.128  0.082  0.171  0.079 -0.01 ]
random_forest,96.75547018268219,6.900878707371334,0.600290609776384,[-0.262  0.289  0.539  0.409  0.164]
gradien_boosting,110.47230931688796,7.618786978501594,0.5436245691300314,[-0.33   0.272  0.526  0.421  0.158]
SVM,108.33652489734007,7.525066778600217,0.552447771439676,[0.366 0.214 0.359 0.497 0.139]
