,MSE,MAE,R2,crossVal
erreur_prediction_client,9823.359930666666,73.89173333333332,-0.012591927757526378,
erreur_régression_simple,9910.592176319127,73.97139553916405,-0.021583827515988085,[-0.01  -0.017 -0.002 -0.013 -0.004]
erreur_régression_complète,9679.44710031183,70.8157628960857,0.002242606591878693,[-0.021 -0.018  0.053  0.001  0.008]
random_forest,6757.834657200614,56.692239661904736,0.303402413095028,[0.444 0.097 0.377 0.429 0.537]
gradien_boosting,7427.149875834312,59.425477372675836,0.2344094013050435,[0.321 0.036 0.259 0.41  0.511]
SVM,8330.832485418337,61.222203095160005,0.14125779918742265,[0.026 0.087 0.154 0.093 0.051]
