,MSE,MAE,R2,crossVal
erreur_prediction_client,2677,37,-1.8823782707357526,
erreur_regression_simple_test,825,20,0.11173535521606337,[ 0.131 -0.089  0.116  0.092  0.123]
erreur_regression_complete_test,562,16,0.39487148970011565,[0.332 0.072 0.33  0.27  0.279]
erreur_random_forest_test,178,7,0.807970220882928,[0.737 0.553 0.735 0.672 0.669]
erreur_gradient_boosting_test,138,8,0.8507132167866226,[0.786 0.551 0.792 0.74  0.67 ]
erreur_SVM_test,410,12,0.5578795935670131,[0.433 0.281 0.751 0.684 0.481]
erreur_random_forest_bruit_test,489,13,0.47260111929277526,[0.465 0.112 0.544 0.553 0.397]
erreur_random_forest_decalage_test,143,7,0.8455551968935434,[0.635 0.621 0.822 0.807 0.702]
xbg_bruit_test,498,13,0.46308685724512233,[ 0.41  -0.002  0.619  0.518  0.399]
