,MSE,MAE,R2,crossVal
erreur_prediction_client,38992,158,-0.08604542425699302,
erreur_regression_simple_test,35425,150,0.013305296195497363,[ 0.013  0.001 -0.018  0.001 -0.026]
erreur_regression_complete_test,34645,149,0.035024247142441345,[ 0.055  0.08  -0.021  0.072  0.008]
erreur_random_forest_test,25029,120,0.30286633646085426,[0.306 0.345 0.362 0.473 0.222]
erreur_gradient_boosting_test,29624,133,0.1748601608027116,[0.24  0.256 0.292 0.458 0.089]
erreur_SVM_test,31483,139,0.12308970628825522,[ 0.212  0.068  0.058  0.151 -0.322]
erreur_random_forest_bruit_test,27863,136,0.22393246678789902,[ 0.135  0.242  0.095  0.127 -0.023]
erreur_random_forest_decalage_test,25833,120,0.28046838025434384,[0.285 0.375 0.401 0.462 0.305]
xbg_bruit_test,31259,144,0.12932652227076857,[ 0.137  0.203  0.033  0.052 -0.059]
