,MSE,MAE,R2,crossVal
erreur_prediction_client,9823,73,-0.012591927757526378,
erreur_regression_simple_test,9910,73,-0.021583827515988085,[-0.01  -0.017 -0.002 -0.013 -0.004]
erreur_regression_complete_test,9679,70,0.002242606591878693,[-0.021 -0.018  0.053  0.001  0.008]
erreur_random_forest_test,6757,56,0.303402413095028,[0.444 0.097 0.377 0.429 0.537]
erreur_gradient_boosting_test,7427,59,0.2344094013050435,[0.321 0.036 0.259 0.41  0.511]
erreur_SVM_test,8330,61,0.14125779918742265,[0.026 0.087 0.154 0.093 0.051]
erreur_random_forest_bruit_test,7740,65,0.20214460661888356,[ 0.078 -0.147  0.184  0.12   0.13 ]
erreur_random_forest_decalage_test,7693,60,0.20690698720176015,[0.341 0.096 0.409 0.402 0.586]
xbg_bruit_test,8418,66,0.13225034941978142,[-0.083 -0.167  0.144  0.076  0.079]
