,horodate,real_consumption,forecasted_consumption,CAC,AEX,BFX,STOXX,Airliquide,gasNat
0,2021-01-01,17465.0,21170.0,5573.200195,625.190002,3641.530029,3580.909912,122.727272,2.433
1,2021-01-02,19465.0,21170.0,5573.200195,625.190002,3641.530029,3580.909912,122.727272,2.433
2,2021-01-03,22923.0,21170.0,5573.200195,625.190002,3641.530029,3580.909912,122.727272,2.433
3,2021-01-04,17729.0,21170.0,5614.040039,632.02002,3671.080078,3565.679932,123.590912,2.626
4,2021-01-05,17676.23,21170.0,5561.600098,629.940002,3645.76001,3554.23999,123.13636,2.599
5,2021-01-06,19202.88,21170.0,5601.009766,636.570007,3677.100098,3559.810059,123.409088,2.688
6,2021-01-07,19926.0,20104.0,5651.040039,641.280029,3736.98999,3621.159912,123.909088,2.722
7,2021-01-08,19927.0,20104.0,5711.580078,643.039978,3762.120117,3632.139893,124.5,2.675
8,2021-01-09,19943.0,20387.0,5711.580078,643.039978,3762.120117,3632.139893,124.5,2.675
9,2021-01-10,19953.84,20387.0,5711.580078,643.039978,3762.120117,3632.139893,124.5,2.675
10,2021-01-11,19910.52,20387.0,5684.660156,645.159973,3749.560059,3636.669922,124.227272,2.6
11,2021-01-12,19898.81,20387.0,5672.200195,645.950012,3724.139893,3622.370117,124.363632,2.794
12,2021-01-13,19877.28,20387.0,5648.959961,644.23999,3719.620117,3615.02002,121.909088,2.737
13,2021-01-14,19892.0,20387.0,5662.169922,650.369995,3729.77002,3619.300049,122.545456,2.742
14,2021-01-15,19766.46,20387.0,5648.700195,654.390015,3728.379883,3633.409912,121.5,2.672
15,2021-01-16,20314.54,23219.0,5648.700195,654.390015,3728.379883,3633.409912,121.5,2.672
16,2021-01-17,23277.71,26051.0,5648.700195,654.390015,3728.379883,3633.409912,121.5,2.672
17,2021-01-18,24893.32,26051.0,5584.850098,648.849976,3703.419922,3591.22998,119.954544,2.672
18,2021-01-19,24803.36,26051.0,5647.75,654.549988,3760.080078,3618.030029,121.454544,2.652
19,2021-01-20,24435.4,26051.0,5615.410156,655.659973,3723.850098,3603.800049,120.227272,2.544
