,MSE,MAE,R2,crossVal
erreur_prediction_client,1736456.05933,1070.0001428571427,0.10633302418926549,
erreur_régression_simple,1588606.8263917111,979.1555484284718,0.18242362041597227,[-0.081  0.195  0.257  0.26   0.363]
erreur_régression_complète,1116981.7784654994,737.0312744242373,0.42514541463138933,[0.163 0.531 0.619 0.517 0.575]
random_forest,327033.53470218414,337.41383577933675,0.8316922168138468,[0.592 0.864 0.892 0.788 0.832]
gradien_boosting,409953.9148570242,403.0288401651347,0.7890172496196612,[0.52  0.846 0.916 0.81  0.855]
SVM,917439.2614111844,549.8024104467048,0.5278399555058627,[0.319 0.66  0.743 0.664 0.618]
