,MSE,MAE,R2,crossVal
erreur_prediction_client,4561.933049333333,58.94999999999999,-1.078482371017099,
erreur_régression_simple,2243.2439904885946,38.398084027910976,-0.022054255882155704,[ 0.13   0.063  0.162 -0.029  0.104]
erreur_régression_complète,1778.2066094206748,32.968985586455986,0.18982346962608787,[0.29  0.199 0.249 0.209 0.226]
random_forest,681.466140983995,19.957813396416537,0.6895142157583225,[0.721 0.644 0.674 0.672 0.698]
gradien_boosting,753.3189325854636,21.038268860804557,0.6567770495095012,[0.745 0.655 0.649 0.687 0.696]
SVM,1331.5006507469532,27.39780999013197,0.3933491351917644,[0.498 0.246 0.449 0.306 0.443]
