,MSE,MAE,R2,crossVal
erreur_prediction_client,1483,34,-0.003526252227752824,
erreur_regression_simple_test,1403,34,0.05030059079622928,[ 0.058 -0.003  0.076  0.024 -0.048]
erreur_regression_complete_test,730,23,0.5055245298751698,[0.507 0.448 0.438 0.474 0.331]
erreur_random_forest_test,476,14,0.6773367922524092,[0.691 0.701 0.696 0.719 0.675]
erreur_gradient_boosting_test,472,15,0.6805147782771446,[0.603 0.646 0.643 0.695 0.615]
erreur_SVM_test,631,18,0.573080383815838,[0.635 0.581 0.572 0.553 0.499]
erreur_random_forest_bruit_test,812,20,0.45066113098935734,[0.601 0.558 0.556 0.587 0.546]
erreur_random_forest_decalage_test,551,14,0.6268647563137328,[0.75  0.697 0.654 0.774 0.74 ]
xbg_bruit_test,834,20,0.435501733347064,[0.603 0.524 0.518 0.598 0.492]
